script_name,point_index,axis,v_percent,a_percent,t_rel_sec,x_mm,y_mm,z_mm,rx_deg,ry_deg,rz_deg
x_calibrate,10,x,45,100,1.0200791190000018,-574.0581665039062,-449.994384765625,499.88311767578125,-169.899658203125,-0.00190700963139534,171.99905395507812
x_calibrate,10,x,45,100,1.0300057329950505,-576.8153076171875,-449.9945068359375,499.87213134765625,-169.90081787109375,0.0004606947477441281,171.9991912841797
x_calibrate,10,x,45,100,1.0399990039950353,-579.3684692382812,-449.994873046875,499.8589782714844,-169.90184020996094,0.002439826726913452,171.99932861328125
x_calibrate,10,x,45,100,1.0500859809981193,-581.73291015625,-449.99688720703125,499.86126708984375,-169.90203857421875,0.0030177184380590916,171.99961853027344
x_calibrate,10,x,45,100,1.0600544150001951,-585.8975219726562,-450.0003356933594,499.8974304199219,-169.90203857421875,0.0031516195740550756,172.00100708007812
x_calibrate,10,x,45,100,1.0699932419956895,-587.7077026367188,-450.0012512207031,499.9059143066406,-169.90213012695312,0.003495129058137536,172.00108337402344
x_calibrate,10,x,45,100,1.0801805800001603,-589.3436279296875,-450.0037841796875,499.9117736816406,-169.902099609375,0.003666540374979377,172.0012664794922
x_calibrate,10,x,45,100,1.0900493149965769,-590.8104858398438,-450.00634765625,499.908203125,-169.90281677246094,0.005196383222937584,172.00148010253906
x_calibrate,10,x,45,100,1.1000590359981288,-593.8441162109375,-450.0062255859375,499.9210510253906,-169.9040985107422,0.007963313721120358,172.0012969970703
x_calibrate,10,x,45,100,1.110106078995159,-594.8291625976562,-450.0091857910156,499.942138671875,-169.9037628173828,0.007459792774170637,172.00161743164062
x_calibrate,10,x,45,100,1.1200577509953291,-595.6947021484375,-450.01153564453125,499.95965576171875,-169.90333557128906,0.006862611044198275,172.001953125
x_calibrate,10,x,45,100,1.1300037619948853,-596.4470825195312,-450.0139465332031,499.9723205566406,-169.90301513671875,0.00642258208245039,172.00250244140625
